7653	7 years of hands-on work as a Lawyer. Strongest areas are Category Flexibility, Selective Attention and Inductive Reasoning. Holds a master's degree in social sciences. A national professional licence on record. Based in Daegu.
7654	I have spent 3 years working as a Senior Government Official. Most of the role rests on Negotiation, Persuasion and Administration and Management. A master's degree in engineering.
7655	Experienced Landscape Engineer with 9 years of experience. Comfortable with Spatial Orientation, Design, Fine Arts and History and Archeology. Educational background: a bachelor's degree in natural sciences.
7656	Industrial Machinery Installation and Maintenance Technician. Early-career practitioner, 2 years in role. Strongest areas are Installation and Operation Monitoring. Educational background: a bachelor's degree in engineering. Currently working in North Jeolla.
7657	Mid-level Ship Deckhand with 3 years of experience. Day-to-day work draws on Transportation, Reaction Time and Speed, Physical Strength and Telecommunications. Holds a bachelor's degree in social sciences.
7658	Mid-level University Professor with 4 years of experience. Most of the role rests on Active Listening, Reading Comprehension, Technology Analysis and Native Language. Educational background: a doctoral degree in engineering.
7659	4 years of hands-on work as a Care Worker and Nursing Assistant. Day-to-day work draws on Service Orientation and Flexibility and Balance. Educational background: a high school diploma in humanities. Currently working in Seoul.
7660	Information Security Specialist based in Gyeonggi, 5 years in the field. Core competencies: Deductive Reasoning, Monitoring and Originality. Studied engineering, a bachelor's degree. Certified with an Industrial Engineer certificate.
7661	3 years of hands-on work as a Metals and Materials Testing Technician. Comfortable with Programming, Equipment Maintenance and Management of Material Resources. Studied engineering, a master's degree.
7662	Experienced Fruit and Vegetable Processing Machine Operator with 10 years of experience. Day-to-day work draws on Production and Processing and Physical Strength. Educational background: a high school diploma in social sciences.
7663	Educational background: a bachelor's degree in health sciences. Working as a Registered Nurse for 4 years. Colleagues point to Finger Dexterity and Psychology as my strengths. Located in Gyeonggi and open to nearby roles.
7664	A bachelor's degree in engineering. Mid-level Geospatial Information Systems Specialist with 3 years of experience. Most of the role rests on Quality Control Analysis, Technology Design, Geography and Inductive Reasoning. Certified with a Craftsman certificate. Located in Gyeonggi and open to nearby roles.
7665	Working as a Composer for 2 years. Strongest areas are Auditory Attention, Fine Arts, Memorization and Writing. Studied arts and physical education, a bachelor's degree. Based in North Jeolla.
7666	Residential Care Worker. Experienced practitioner, 7 years in role. Strongest areas are Instructing, Memorization, Learning Strategies and Speaking. An associate degree in social sciences. Certified with a national professional licence. Located in North Gyeongsang and open to nearby roles.
7667	Concrete Worker. Early-career practitioner, 2 years in role. Most of the role rests on Building and Construction, Control Precision and Physical Strength. An associate degree in engineering. Certified with an Industrial Engineer certificate. Based in North Jeolla.
7668	I have spent 8 years working as a Wood Processing Machine Operator. Core competencies: Equipment Maintenance and Production and Processing. Educational background: a bachelor's degree in engineering. An industrial engineer certificate on record. Based in Seoul.
7669	Western Cuisine Chef. Mid-level practitioner, 3 years in role. Core competencies: Physical Strength, Food Production, Finger Dexterity and Management of Material Resources. Studied natural sciences, a bachelor's degree.
7670	2 years of hands-on work as a Western Cuisine Chef. Day-to-day work draws on Food Production, Finger Dexterity, Management of Material Resources and Management of Financial Resources. Studied natural sciences, a bachelor's degree. A craftsman certificate on record. Currently working in Gwangju.
7671	Prosecutor. Senior practitioner, 11 years in role. Colleagues point to Active Listening, Speaking, Judgment and Decision Making and Category Flexibility as my strengths. A master's degree in social sciences. Certified with a national professional licence. Based in Seoul.
7672	11 years of hands-on work as a Wedding Planner. Most of the role rests on Speaking and Originality. Studied humanities, an associate degree.
7673	I have spent 2 years working as a Food Engineer. Strongest areas are Quality Control Analysis, Chemistry and Time Management. A bachelor's degree in natural sciences. Certified with a Professional Engineer licence. Currently working in North Jeolla.
7674	Chief Executive and Senior Corporate Officer based in Seoul, 8 years in the field. Day-to-day work draws on Negotiation, Personnel and Human Resources, Writing and Selective Attention. A master's degree in natural sciences.
7675	Holds a high school diploma in engineering. Mid-level Electronic Components Machine Operator with 6 years of experience. Core competencies: Production and Processing, Finger Dexterity and Mechanical. Certified with an Industrial Engineer certificate. Based in Daejeon.
7676	Educational background: an associate degree in health sciences. Experienced Dental Technician with 9 years of experience. Most of the role rests on Finger Dexterity and Technology Design. Located in South Gyeongsang and open to nearby roles.
7677	Backup Dancer. Early-career practitioner, 2 years in role. Colleagues point to Originality, Reaction Time and Speed, Spatial Orientation and Flexibility and Balance as my strengths. Educational background: an associate degree in arts and physical education. Currently working in Ulsan.
7678	A bachelor's degree in social sciences. Certified Appraiser based in Incheon, 2 years in the field. Comfortable with Economics and Accounting and Negotiation.
7679	Experienced Industrial Painting Machine Operator with 11 years of experience. Comfortable with Finger Dexterity, Control Precision and Chemistry. A high school diploma in engineering. Certified with a Craftsman certificate.
7680	3 years of hands-on work as a Agriculture and Fisheries Laboratory Technician. Strongest areas are Geography and Food Production. Holds a bachelor's degree in humanities. A craftsman certificate on record. Located in Gangwon and open to nearby roles.
7681	8 years of hands-on work as a Registered Nurse. Comfortable with Monitoring, Biology, Reaction Time and Speed and Memorization. Studied health sciences, a bachelor's degree. A national professional licence on record. Based in Gyeonggi.
7682	Plating and Metal Spraying Operator based in South Chungcheong, 5 years in the field. Comfortable with Production and Processing, Visual Acuity, Finger Dexterity and Mechanical. Holds a high school diploma in engineering.
7683	Educational background: a bachelor's degree in humanities. 4 years of hands-on work as a Magazine Reporter. Comfortable with Originality, Reading Comprehension, Deductive Reasoning and Social Perceptiveness. Currently working in North Gyeongsang.
7684	Working as a Butcher and Meat Processor for 3 years. Most of the role rests on Physical Strength and Mechanical. Holds a high school diploma in natural sciences. Located in Gyeonggi and open to nearby roles.
7685	Educational background: a master's degree in natural sciences. Mid-level Data Analyst with 5 years of experience. Colleagues point to Judgment and Decision Making, Programming and Mathematics as my strengths. An engineer-grade national certificate on record. Located in Seoul and open to nearby roles.
7686	12 years of hands-on work as a Postal Delivery Worker. Colleagues point to Physical Strength, Control Precision and Spatial Orientation as my strengths. Holds a high school diploma in social sciences. Certified with a national professional licence. Located in Seoul and open to nearby roles.
7687	Seedling and Floriculture Grower based in Daegu, 10 years in the field. Colleagues point to Visual Acuity, Biology, Finger Dexterity and Physical Strength as my strengths. An associate degree in natural sciences.
7688	I have spent 1 year working as a Recreation Specialist. Day-to-day work draws on Originality, Flexibility and Balance, Speaking and Philosophy and Theology. A bachelor's degree in engineering. Located in Incheon and open to nearby roles.
7689	7 years of hands-on work as a Airline Pilot. Comfortable with Physical Strength, Monitoring, Reaction Time and Speed and Public Safety and Security. Studied engineering, a bachelor's degree.
7690	Correctional Officer. Early-career practitioner, 2 years in role. Comfortable with Education and Training, Social Perceptiveness and Inductive Reasoning. A bachelor's degree in arts and physical education. Certified with a national professional licence.
7691	Studied engineering, a high school diploma. 5 years of hands-on work as a Construction and Mining Equipment Operator. Most of the role rests on Control Precision and Physical Strength. Based in Daegu.
7692	Working as a Pattern Maker for 2 years. Day-to-day work draws on Design and Finger Dexterity. Educational background: a high school diploma in humanities. Located in Ulsan and open to nearby roles.
7693	3 years of hands-on work as a Bus Driver. Most of the role rests on Spatial Orientation and Reaction Time and Speed. Educational background: an associate degree in humanities. Certified with a national professional licence. Based in Daegu.
7694	Grain Processing Machine Operator. Experienced practitioner, 8 years in role. Colleagues point to Troubleshooting, Equipment Maintenance, Reaction Time and Speed and Food Production as my strengths. Educational background: a high school diploma in natural sciences. Based in Gyeonggi.
7695	Korean Cuisine Chef based in Gyeonggi, 6 years in the field. Day-to-day work draws on Food Production and Management of Material Resources. An associate degree in humanities. Also holds a Craftsman certificate.
7696	Amusement Facility Attendant based in Seoul, 4 years in the field. Colleagues point to Auditory Attention, Service Orientation and Public Safety and Security as my strengths. Studied arts and physical education, a high school diploma.
7697	Mid-level Gas and Energy Testing Specialist with 5 years of experience. Day-to-day work draws on Public Safety and Security, Engineering and Technology and Computers and Electronics. Holds a bachelor's degree in engineering. Currently working in Ulsan.
7698	Ship Deckhand. Early-career practitioner, 2 years in role. Day-to-day work draws on Transportation and Flexibility and Balance. Studied humanities, an associate degree.
7699	I have spent 5 years working as a Chemical Processing Plant Operator. Core competencies: Chemistry and Installation. Studied social sciences, a high school diploma. Also holds an Industrial Engineer certificate. Located in Seoul and open to nearby roles.
7700	Educational background: a bachelor's degree in engineering. 6 years of hands-on work as a Meter Reader and Gas Inspector. Colleagues point to Reaction Time and Speed, Quality Control Analysis and Geography as my strengths. Located in North Gyeongsang and open to nearby roles.
7701	Urban Planner based in Seoul, under a year in the field. Comfortable with Building and Construction, Geography and Design. A bachelor's degree in engineering.
7702	Studied social sciences, a master's degree. 3 years of hands-on work as a Performing Arts and Music Producer. Strongest areas are Active Listening, Management of Material Resources and Management of Personnel Resources. Currently working in Daegu.
7703	Railway Track Installer and Maintainer based in Seoul, 2 years in the field. Comfortable with Operation Monitoring and Mechanical. An associate degree in engineering. A master craftsman licence on record.
7704	Working as a Milling and Rice Processing Machine Operator for 3 years. Day-to-day work draws on Food Production, Production and Processing, Finger Dexterity and Mechanical. Studied engineering, a high school diploma. Also holds a Craftsman certificate. Located in Gangwon and open to nearby roles.
7705	Working as a Banking Clerk for 4 years. Strongest areas are Selective Attention, Judgment and Decision Making and Programming. Educational background: a bachelor's degree in natural sciences. Also holds a relevant national certificate. Located in Seoul and open to nearby roles.
7706	A bachelor's degree in social sciences. I have spent 2 years working as a Stenographer. Core competencies: Auditory Attention and Native Language. Also holds a relevant national certificate.
7707	I have spent 9 years working as a Registered Nurse. Day-to-day work draws on Medicine and Dentistry, Reaction Time and Speed, Memorization and Complex Problem Solving. Studied health sciences, a bachelor's degree. Also holds a national professional licence. Located in Gwangju and open to nearby roles.
7708	Medical Coordinator. Mid-level practitioner, 3 years in role. Colleagues point to Negotiation, Persuasion, Medicine and Dentistry and Speaking as my strengths. An associate degree in social sciences.
7709	Holds an associate degree in engineering. I have spent 5 years working as a Landscape Gardener. Most of the role rests on Transportation, Physical Strength, Equipment Selection and Spatial Orientation. A professional engineer licence on record.
7710	Physiotherapist based in Gyeonggi, 2 years in the field. Comfortable with Medicine and Dentistry, Biology, Finger Dexterity and Therapy and Counseling. Studied health sciences, a bachelor's degree. A national professional licence on record.
7711	Working as a Technical Director for Stage and Screen for 14 years. Day-to-day work draws on Fine Arts, Monitoring and Equipment Maintenance. Studied arts and physical education, a bachelor's degree. Certified with a national professional licence.
7712	Network and Cloud Administrator. Early-career practitioner, 3 years in role. Most of the role rests on Equipment Maintenance, Programming and Complex Problem Solving. Holds a bachelor's degree in engineering. Also holds a Professional Engineer licence. Based in Seoul.
7713	Educational background: a bachelor's degree in humanities. Screenwriter. Mid-level practitioner, 6 years in role. Strongest areas are Reaction Time and Speed, Originality, Judgment and Decision Making and Coordination. Currently working in Gyeonggi.
7714	Educational background: an associate degree in engineering. I have spent 4 years working as a Landscape Gardener. Core competencies: Design and Physical Strength. An industrial engineer certificate on record. Currently working in Gyeonggi.
7715	Senior Composer with 14 years of experience. Most of the role rests on Active Listening, Originality, Writing and Fine Arts. Studied arts and physical education, a bachelor's degree.
7716	Early-career Finance Manager with 2 years of experience. Colleagues point to Persuasion and Economics and Accounting as my strengths. Studied social sciences, a bachelor's degree. Also holds an accredited professional certification.
7717	Civil Structural Design Engineer. Early-career practitioner, 1 year in role. Most of the role rests on Programming, Spatial Orientation and Geography. Educational background: a bachelor's degree in engineering. A professional engineer licence on record. Located in Seoul and open to nearby roles.
7718	Studied social sciences, a bachelor's degree. Working as a Seedling and Floriculture Grower for 2 years. Comfortable with Physical Strength, Control Precision and Biology. A craftsman certificate on record. Currently working in Seoul.
7719	Educational background: a high school diploma in humanities. 6 years of hands-on work as a Fruit Crop Grower. Day-to-day work draws on Food Production, Physical Strength, Biology and Visual Acuity. Also holds a Craftsman certificate. Based in Seoul.
7720	Data Analyst based in Daejeon, 3 years in the field. Comfortable with Complex Problem Solving and Computers and Electronics. Educational background: a master's degree in social sciences. An engineer-grade national certificate on record.
7721	Working as a Public Security Officer for 6 years. Comfortable with Coordination, Public Safety and Security, Auditory Attention and Physical Strength. Educational background: a bachelor's degree in social sciences. Also holds a national professional licence.
7722	Certified Public Accountant based in South Chungcheong, 2 years in the field. Core competencies: Deductive Reasoning and Judgment and Decision Making. A bachelor's degree in social sciences.
7723	8 years of hands-on work as a Amusement Facility Attendant. Strongest areas are Service Orientation, Philosophy and Theology and Auditory Attention. Studied arts and physical education, an associate degree.
7724	Receptionist based in Seoul, under a year in the field. Comfortable with Auditory Attention, Speaking and Therapy and Counseling. A bachelor's degree in humanities.
7725	Welder. Experienced practitioner, 9 years in role. Comfortable with Physical Strength and Control Precision. Educational background: a high school diploma in engineering. Certified with a Professional Engineer licence. Based in Daejeon.
7726	I have spent 9 years working as a Milling and Rice Processing Machine Operator. Comfortable with Production and Processing, Equipment Maintenance and Food Production. Educational background: a high school diploma in engineering. Currently working in Gangwon.
7727	Working as a Telecommunications Equipment Engineer for 3 years. Strongest areas are Installation and Technology Design. Educational background: a bachelor's degree in engineering. Based in Seoul.
7728	Holds a bachelor's degree in arts and physical education. Museum Curator based in Seoul, 10 years in the field. Strongest areas are Geography and Speaking. Certified with a national professional licence.
7729	HR and Training Clerk based in Daejeon, 4 years in the field. Comfortable with Social Perceptiveness, Monitoring, Management of Personnel Resources and Systems Analysis and Evaluation. A bachelor's degree in education. Certified with an accredited professional certification.
7730	Early-career Home-Visit Learning Tutor with 1 year of experience. Comfortable with Instructing, Learning Strategies and Reading Comprehension. Studied humanities, a bachelor's degree. Based in Gyeonggi.
7731	3 years of hands-on work as a Certified Public Accountant. Most of the role rests on Complex Problem Solving, Deductive Reasoning and Inductive Reasoning. Studied social sciences, a bachelor's degree. Also holds a national professional licence. Based in Gyeonggi.
7732	Educational background: a bachelor's degree in engineering. Working as a Electrical Equipment Development Engineer for 3 years. Comfortable with Time Management and Production and Processing. Based in Incheon.
7733	2 years of hands-on work as a Dairy Farm Worker. Colleagues point to Food Production, Biology, Control Precision and Operation Monitoring as my strengths. A high school diploma in education. Located in Seoul and open to nearby roles.
7734	Working as a Certified Public Accountant for 6 years. Core competencies: Economics and Accounting and Time Management. Studied social sciences, a bachelor's degree. Certified with a national professional licence. Currently working in Daegu.
7735	Educational background: a bachelor's degree in engineering. I have spent 3 years working as a Home Appliance Installer and Repairer. Colleagues point to Troubleshooting and Telecommunications as my strengths.
7736	Working as a Certified Public Accountant for 3 years. Comfortable with Judgment and Decision Making, Economics and Accounting, Active Listening and Number Facility. A bachelor's degree in social sciences. Located in Seoul and open to nearby roles.
7737	Educational background: a bachelor's degree in engineering. Working as a Video Editor for 8 years. Core competencies: Auditory Attention, Design, Programming and Communications and Media. An industrial engineer certificate on record. Based in Gyeonggi.
7738	Mid-level Interpreter with 5 years of experience. Colleagues point to Speaking, Auditory Attention and Reaction Time and Speed as my strengths. Educational background: a bachelor's degree in social sciences. Based in South Chungcheong.
7739	Working as a Butcher and Meat Processor for 5 years. Colleagues point to Physical Strength, Finger Dexterity, Food Production and Control Precision as my strengths. Educational background: a high school diploma in engineering. Certified with an Engineer-grade national certificate. Currently working in Seoul.
7740	Mid-level Network Systems Engineer with 5 years of experience. Colleagues point to Technology Analysis, Telecommunications, Management of Personnel Resources and Complex Problem Solving as my strengths. Educational background: a bachelor's degree in social sciences. Certified with a Professional Engineer licence.
7741	Computer Systems Designer and Analyst based in South Chungcheong, 2 years in the field. Core competencies: Number Facility, Category Flexibility and Technology Analysis. Holds a master's degree in engineering. Also holds a Professional Engineer licence.
7742	Educational background: an associate degree in engineering. I have spent 3 years working as a Construction Plumber. Comfortable with Building and Construction and Finger Dexterity. Located in Seoul and open to nearby roles.
7743	Working as a Parcel Delivery Worker for 8 years. Comfortable with Flexibility and Balance and Time Management. A high school diploma in humanities.
7744	A high school diploma in humanities. 2 years of hands-on work as a Taxi Driver. Strongest areas are Visual Acuity, Time Management, Geography and Coordination. Certified with a national professional licence.
7745	Sales and Retail Manager based in Daegu, 2 years in the field. Comfortable with Management of Material Resources, Service Orientation and Systems Analysis and Evaluation. A master's degree in social sciences.
7746	A master's degree in engineering. I have spent 1 year working as a Construction Machinery Engineer. Colleagues point to Building and Construction and Engineering and Technology as my strengths. Based in Gyeonggi.
7747	Educational background: a high school diploma in engineering. Working as a Plating and Metal Spraying Operator for 16 years. Strongest areas are Finger Dexterity, Chemistry, Mechanical and Production and Processing. A professional engineer licence on record.
7748	I have spent 1 year working as a Restaurant Server. Strongest areas are Service Orientation, Physical Strength, Customer and Personal Service and Food Production. Studied humanities, an associate degree. Based in Gyeonggi.
7749	Studied engineering, an associate degree. Working as a Fast Food Preparer for 2 years. Most of the role rests on Physical Strength, Reaction Time and Speed, Food Production and Service Orientation. Located in Seoul and open to nearby roles.
7750	Cosmetics and Detergent Chemical Engineer based in Gyeonggi, under a year in the field. Most of the role rests on Quality Control Analysis and Equipment Selection. Educational background: a master's degree in engineering. Also holds a Professional Engineer licence.
7751	Construction Machinery Engineer. Mid-level practitioner, 6 years in role. Comfortable with Mathematics and Building and Construction. Holds a bachelor's degree in engineering. Certified with a Professional Engineer licence. Currently working in North Chungcheong.
7752	Working as a Fruit and Vegetable Processing Machine Operator for under a year. Most of the role rests on Operation and Control, Physical Strength and Production and Processing. Studied humanities, a high school diploma. Also holds a Craftsman certificate.
7753	4 years of hands-on work as a Architectural Carpenter. Comfortable with Visual Acuity, Equipment Maintenance, Installation and Engineering and Technology. An associate degree in social sciences. Certified with an Industrial Engineer certificate. Based in Gyeonggi.
7754	Receptionist based in Seoul, 14 years in the field. Day-to-day work draws on Social Perceptiveness and Auditory Attention. Studied engineering, a bachelor's degree.
7755	Milling and Rice Processing Machine Operator based in North Jeolla, 5 years in the field. Colleagues point to Food Production and Operation Monitoring as my strengths. Holds a high school diploma in engineering. Certified with a Craftsman certificate.
7756	Chinese Cuisine Chef. Mid-level practitioner, 4 years in role. Core competencies: Management of Material Resources, Originality and Finger Dexterity. Educational background: a high school diploma in engineering. Based in Seoul.
7757	Special Education Teacher based in Busan, 3 years in the field. Colleagues point to Visual Acuity and Instructing as my strengths. Educational background: a doctoral degree in education.
7758	Experienced Non-Commissioned Officer with 8 years of experience. Colleagues point to Physical Strength, Category Flexibility, Systems Analysis and Evaluation and Auditory Attention as my strengths. An associate degree in engineering.
7759	Parcel Delivery Worker based in South Chungcheong, 3 years in the field. Core competencies: Physical Strength and Flexibility and Balance. Holds a high school diploma in arts and physical education.
7760	A master's degree in social sciences. Social Worker based in Seoul, 6 years in the field. Most of the role rests on Psychology, Persuasion and Management of Personnel Resources. A national professional licence on record.
7761	I have spent 7 years working as a Barista and Beverage Preparer. Comfortable with Food Production and Auditory Attention. An associate degree in natural sciences. Based in Daegu.
7762	Loading and Stevedoring Worker. Early-career practitioner, 1 year in role. Day-to-day work draws on Control Precision, Transportation, Equipment Selection and Reaction Time and Speed. A high school diploma in engineering.
7763	Information Security Specialist. Early-career practitioner, 2 years in role. Comfortable with Reading Comprehension, Deductive Reasoning and Computers and Electronics. A bachelor's degree in social sciences.
7764	5 years of hands-on work as a Fruit and Vegetable Processing Machine Operator. Colleagues point to Troubleshooting, Finger Dexterity and Reaction Time and Speed as my strengths. Studied arts and physical education, an associate degree. Also holds a Craftsman certificate.
7765	School Inspector and Education Researcher. Experienced practitioner, 7 years in role. Day-to-day work draws on Learning Strategies, Instructing, Systems Analysis and Evaluation and Reading Comprehension. Holds a bachelor's degree in education. Currently working in North Chungcheong.
7766	Mid-level Radiologic Technologist with 5 years of experience. Colleagues point to Operation Monitoring, Equipment Maintenance and Troubleshooting as my strengths. A bachelor's degree in health sciences.
7767	Experienced Taxi Driver with 8 years of experience. Comfortable with Auditory Attention, Flexibility and Balance and Operation Monitoring. Studied humanities, a high school diploma. A national professional licence on record. Located in Gyeonggi and open to nearby roles.
7768	Kitchen Assistant. Experienced practitioner, 8 years in role. Core competencies: Management of Material Resources, Physical Strength, Reaction Time and Speed and Auditory Attention. Holds a high school diploma in humanities. Based in Gyeonggi.
7769	Studied natural sciences, a bachelor's degree. I have spent 6 years working as a Veterinary Assistant. Day-to-day work draws on Medicine and Dentistry, Biology and Auditory Attention. Also holds a national professional licence. Based in Seoul.
7770	2 years of hands-on work as a Meter Reader and Gas Inspector. Day-to-day work draws on Visual Acuity and Auditory Attention. Holds an associate degree in humanities.
7771	Studied social sciences, a high school diploma. Mid-level Textile Manufacturing Machine Operator with 4 years of experience. Comfortable with Production and Processing and Operation and Control. Based in Gyeonggi.
7772	Metalworking Machine Operator based in Daejeon, under a year in the field. Day-to-day work draws on Equipment Maintenance, Quality Control Analysis, Troubleshooting and Operation Monitoring. Studied engineering, a high school diploma. Also holds a Craftsman certificate.
7773	Welder. Early-career practitioner, 2 years in role. Strongest areas are Operation Monitoring and Visual Acuity. Studied humanities, an associate degree.
7774	Naval Architecture and Ocean Engineer. Experienced practitioner, 6 years in role. Day-to-day work draws on Technology Design and Mechanical. Educational background: a bachelor's degree in engineering. Also holds a Professional Engineer licence. Based in Gyeonggi.
7775	An associate degree in health sciences. I have spent 3 years working as a Radiologic Technologist. Comfortable with Equipment Maintenance, Operation Monitoring, Equipment Selection and Medicine and Dentistry.
7776	Nail Artist based in Gyeonggi, 3 years in the field. Day-to-day work draws on Finger Dexterity, Originality and Service Orientation. Educational background: an associate degree in humanities. Also holds a relevant national certificate.
7777	Certified Public Accountant. Senior practitioner, 16 years in role. Day-to-day work draws on Complex Problem Solving, Economics and Accounting, Selective Attention and Deductive Reasoning. Educational background: a bachelor's degree in social sciences. Located in Daegu and open to nearby roles.
7778	Studied engineering, a bachelor's degree. Robot Installation and Maintenance Technician based in Gyeonggi, 4 years in the field. Most of the role rests on Operation Monitoring and Auditory Attention.
7779	A bachelor's degree in natural sciences. Non-Destructive Testing Inspector. Mid-level practitioner, 4 years in role. Most of the role rests on Operation and Control, Technology Analysis, Equipment Maintenance and Operation Monitoring. Also holds a Professional Engineer licence.
7780	I have spent 3 years working as a Petrochemical Engineer. Comfortable with Number Facility, Complex Problem Solving, Technology Design and English Language. A bachelor's degree in engineering. Also holds a Craftsman certificate. Located in Gyeonggi and open to nearby roles.
7781	Experienced Naval Architecture and Ocean Engineer with 6 years of experience. Strongest areas are Technology Design, Technology Analysis, Deductive Reasoning and Number Facility. Studied engineering, a bachelor's degree. A professional engineer licence on record.
7782	Working as a Chemical Engineering Laboratory Technician for 2 years. Strongest areas are Mathematics, Production and Processing, Chemistry and Complex Problem Solving. A bachelor's degree in engineering. Also holds a Craftsman certificate. Located in South Chungcheong and open to nearby roles.
7783	Home-Visit Learning Tutor based in Incheon, 2 years in the field. Colleagues point to Instructing, Learning Strategies and Speaking as my strengths. Holds a bachelor's degree in natural sciences.
7784	Early-career Kitchen Assistant with 3 years of experience. Strongest areas are Auditory Attention, Physical Strength and Visual Acuity. Holds a high school diploma in humanities. Located in Gyeonggi and open to nearby roles.
7785	Chinese Cuisine Chef. Early-career practitioner, 2 years in role. Core competencies: Physical Strength, Management of Financial Resources, Service Orientation and Auditory Attention. Holds a high school diploma in natural sciences.
7786	Plant Machinery Engineer. Early-career practitioner, 3 years in role. Core competencies: Physics and Building and Construction. Studied natural sciences, a bachelor's degree.
7787	Mid-level Data Analyst with 5 years of experience. Strongest areas are Inductive Reasoning, Programming, Technology Analysis and Originality. Studied natural sciences, a bachelor's degree. Located in South Chungcheong and open to nearby roles.
7788	Early-career Welder with 2 years of experience. Colleagues point to Operation and Control, Visual Acuity and Operation Monitoring as my strengths. Educational background: an associate degree in engineering. Certified with a Craftsman certificate.
7789	General Administrative Officer. Early-career practitioner, 2 years in role. Core competencies: Judgment and Decision Making, Time Management, Monitoring and Writing. Holds a bachelor's degree in humanities. Based in Seoul.
7790	Mid-level Fashion Designer with 5 years of experience. Core competencies: Originality, Quality Control Analysis, Time Management and Memorization. A master's degree in arts and physical education. Based in South Gyeongsang.
7791	Educational background: a bachelor's degree in arts and physical education. 3 years of hands-on work as a Sound and Recording Engineer. Day-to-day work draws on Fine Arts, Originality and Communications and Media. An industrial engineer certificate on record. Currently working in Gyeonggi.
7792	Studied social sciences, a bachelor's degree. I have spent 6 years working as a Ship and Train Cabin Attendant. Core competencies: Visual Acuity and Flexibility and Balance.
7793	2 years of hands-on work as a Rubber and Plastic Products Assembler. Strongest areas are Control Precision, Flexibility and Balance, Production and Processing and Equipment Maintenance. Holds a high school diploma in engineering. Also holds an Industrial Engineer certificate.
7794	2 years of hands-on work as a Care Worker and Nursing Assistant. Colleagues point to Flexibility and Balance, Service Orientation, Coordination and Medicine and Dentistry as my strengths. An associate degree in health sciences. A national professional licence on record.
7795	9 years of hands-on work as a Musical Instrument Maker and Tuner. Most of the role rests on Auditory Attention and Troubleshooting. Studied engineering, a bachelor's degree. Currently working in Daegu.
7796	Mid-level Computer Installation and Repair Technician with 3 years of experience. Core competencies: Installation, Inductive Reasoning and Programming. Studied humanities, a bachelor's degree. Currently working in Seoul.
7797	2 years of hands-on work as a Data Analyst. Core competencies: Programming, Inductive Reasoning and Complex Problem Solving. A bachelor's degree in engineering.
7798	Holds a bachelor's degree in engineering. Working as a Landscape Engineer for 5 years. Colleagues point to Building and Construction, Sociology and Anthropology and Design as my strengths. Also holds a Professional Engineer licence. Based in Gyeonggi.
7799	Technical and Vocational Instructor. Experienced practitioner, 7 years in role. Core competencies: Learning Strategies and Social Perceptiveness. Studied engineering, a bachelor's degree. Located in South Jeolla and open to nearby roles.
7800	Coast Guard Officer. Mid-level practitioner, 4 years in role. Most of the role rests on Visual Acuity, Physical Strength and Instructing. Studied social sciences, a bachelor's degree. Based in Gyeonggi.
7801	Professional Gamer based in Incheon, 1 year in the field. Colleagues point to Reaction Time and Speed and Spatial Orientation as my strengths. Studied engineering, a high school diploma.
7802	Civil Safety and Environmental Engineer. Early-career practitioner, 2 years in role. Most of the role rests on Building and Construction and Engineering and Technology. Educational background: a bachelor's degree in natural sciences.
7803	Experienced Website Administrator with 10 years of experience. Comfortable with Technology Design, Telecommunications, Operation and Control and Monitoring. Educational background: a bachelor's degree in engineering. Certified with a relevant national certificate. Based in Seoul.
7804	Social Worker based in Seoul, 2 years in the field. Core competencies: Reading Comprehension, Active Listening, Instructing and Management of Material Resources. Holds a bachelor's degree in social sciences.
7805	Holds a high school diploma in humanities. Mobile Device and Telecom Sales Representative. Early-career practitioner, 3 years in role. Colleagues point to Negotiation and Service Orientation as my strengths.
7806	A bachelor's degree in engineering. Mid-level Train Driver with 5 years of experience. Day-to-day work draws on Visual Acuity and Reaction Time and Speed. Certified with a national professional licence.
7807	An associate degree in engineering. Working as a Filling, Packaging and Labelling Machine Operator for 4 years. Comfortable with Production and Processing, Equipment Maintenance, Visual Acuity and Mechanical.
7808	Data Analyst. Early-career practitioner, 1 year in role. Most of the role rests on Technology Analysis, Complex Problem Solving and Judgment and Decision Making. Holds a bachelor's degree in engineering. Certified with an Engineer-grade national certificate.
7809	4 years of hands-on work as a Correctional Officer. Day-to-day work draws on Coordination and Law and Government. Studied social sciences, a bachelor's degree. Also holds a national professional licence. Based in Gyeonggi.
7810	3 years of hands-on work as a Furniture Assembler. Most of the role rests on Operation and Control and Troubleshooting. Holds an associate degree in humanities. Also holds a Craftsman certificate.
7811	I have spent 5 years working as a Railway Signaller and Traffic Controller. Comfortable with Geography, Transportation and Operation and Control. Holds a bachelor's degree in engineering. Currently working in Seoul.
7812	Western Cuisine Chef. Experienced practitioner, 6 years in role. Day-to-day work draws on Reaction Time and Speed, Memorization, Coordination and Originality. Educational background: a bachelor's degree in natural sciences. Also holds an Industrial Engineer certificate. Located in North Chungcheong and open to nearby roles.
7813	Lighting Technician. Mid-level practitioner, 5 years in role. Comfortable with Installation, Fine Arts and Engineering and Technology. Studied natural sciences, an associate degree. Certified with an Industrial Engineer certificate.
